2017-06-14 23:30:00,1
2017-06-15 00:00:00,2
2017-06-15 00:30:00,0
2017-06-15 01:00:13,0
2017-06-15 01:30:00,1
2017-06-15 02:00:35,0
2017-06-15 02:30:00,0
2017-06-15 03:00:00,0
2017-06-15 03:30:00,0
2017-06-15 04:00:55,0
2017-06-15 04:30:11,0
2017-06-15 05:00:00,0
2017-06-15 05:30:00,1
2017-06-15 06:00:00,0
2017-06-15 06:30:00,0
2017-06-15 07:00:00,3
2017-06-15 07:30:35,1
2017-06-15 08:00:00,3
2017-06-15 08:30:00,2
2017-06-15 09:00:00,1
2017-06-15 09:30:00,4
2017-06-15 10:00:00,2
2017-06-15 10:30:00,5
2017-06-15 11:00:00,10
2017-06-15 11:30:00,5
2017-06-15 12:00:00,8
2017-06-15 12:30:11,5
2017-06-15 13:00:55,23
2017-06-15 13:30:00,7
2017-06-15 14:00:00,8
2017-06-15 14:30:00,7
2017-06-15 15:00:00,15
2017-06-15 15:30:00,4
2017-06-15 16:00:11,8
2017-06-15 16:30:35,4
2017-06-15 17:00:42,4
2017-06-15 17:30:00,8
2017-06-15 18:00:00,3
2017-06-15 18:30:00,4
2017-06-15 19:00:00,5
2017-06-15 19:30:55,4
2017-06-15 20:00:00,2
2017-06-15 20:30:00,3
2017-06-15 21:00:00,3
2017-06-15 21:30:11,1
2017-06-15 22:00:00,3
2017-06-15 22:30:42,1
2017-06-15 23:00:00,0
2017-06-15 23:30:00,0
