2017-06-16 19:30:00,29
2017-06-16 20:00:00,16
2017-06-16 20:30:13,18
2017-06-16 21:00:00,24
2017-06-16 21:30:00,13
2017-06-16 22:00:35,8
2017-06-16 22:30:58,5
2017-06-16 23:00:00,1
2017-06-16 23:30:42,4
2017-06-17 00:00:00,8
2017-06-17 00:30:00,3
2017-06-17 01:00:00,0
2017-06-17 01:30:00,4
2017-06-17 02:00:13,0
2017-06-17 02:30:00,1
2017-06-17 03:00:11,1
2017-06-17 03:30:00,0
2017-06-17 04:00:00,0
2017-06-17 04:30:00,1
2017-06-17 05:00:00,0
2017-06-17 05:30:00,1
2017-06-17 06:00:11,0
2017-06-17 06:30:00,9
2017-06-17 07:00:00,2
2017-06-17 07:30:00,3
2017-06-17 08:00:11,7
2017-06-17 08:30:00,26
2017-06-17 09:00:00,11
2017-06-17 09:30:00,9
2017-06-17 10:00:00,18
2017-06-17 10:30:13,24
2017-06-17 11:00:00,24
2017-06-17 11:30:11,19
2017-06-17 12:00:00,50
2017-06-17 12:30:00,23
2017-06-17 13:00:58,35
2017-06-17 13:30:00,43
2017-06-17 14:00:00,73
2017-06-17 14:30:00,49
2017-06-17 15:00:55,71
2017-06-17 15:30:00,74
2017-06-17 16:00:00,22
2017-06-17 16:30:00,25
2017-06-17 17:00:55,32
2017-06-17 17:30:00,27
2017-06-17 18:00:00,38
2017-06-17 18:30:00,25
2017-06-17 19:00:00,34
2017-06-17 19:30:11,35
2017-06-17 20:00:00,11
2017-06-17 20:30:00,20
2017-06-17 21:00:00,7
2017-06-17 21:30:00,3
2017-06-17 22:00:00,8
2017-06-17 22:30:00,18
2017-06-17 23:00:35,2
2017-06-17 23:30:00,6
